"tool","run","parameter","moment","value"
"nm7","21","OMEGA2.2","estimate","0.127757"
"nm7","21","OMEGA2.2","prse",NA
"nm7","21","OMEGA3.1","estimate","0"
"nm7","21","OMEGA3.1","prse",NA
"nm7","21","OMEGA3.2","estimate","0"
"nm7","21","OMEGA3.2","prse",NA
"nm7","21","OMEGA3.3","estimate","0.0915647"
"nm7","21","OMEGA3.3","prse",NA
"nm7","21","SIGMA1.1","estimate","0.0579519"
"nm7","21","SIGMA1.1","prse",NA
"nm7","21","THETA1","estimate","8.0235"
"nm7","21","THETA1","prse",NA
"nm7","21","THETA2","estimate","20.7425"
"nm7","21","THETA2","prse",NA
"nm7","21","THETA3","estimate","0.0653764"
"nm7","21","THETA3","prse",NA
"nm7","21","THETA4","estimate","3.4939"
"nm7","21","THETA4","prse",NA
"nm7","21","THETA5","estimate","87.5294"
"nm7","21","THETA5","prse",NA
"nm7","21","THETA6","estimate","1.05194"
"nm7","21","THETA6","prse",NA
"nm7","21","THETA7","estimate","1.15832"
"nm7","21","THETA7","prse",NA
"nm7","22","prob","text","22 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","22","min","status","0"
"nm7","22","ofv","estimate","2890.50607268876"
"nm7","22","OMEGA1.1","estimate","0.176545"
"nm7","22","OMEGA1.1","prse",NA
"nm7","22","OMEGA2.1","estimate","0"
"nm7","22","OMEGA2.1","prse",NA
"nm7","22","OMEGA2.2","estimate","0.189047"
"nm7","22","OMEGA2.2","prse",NA
"nm7","22","OMEGA3.1","estimate","0"
"nm7","22","OMEGA3.1","prse",NA
"nm7","22","OMEGA3.2","estimate","0"
"nm7","22","OMEGA3.2","prse",NA
"nm7","22","OMEGA3.3","estimate","0.107576"
"nm7","22","OMEGA3.3","prse",NA
"nm7","22","SIGMA1.1","estimate","0.0740993"
"nm7","22","SIGMA1.1","prse",NA
"nm7","22","THETA1","estimate","7.89776"
"nm7","22","THETA1","prse",NA
"nm7","22","THETA2","estimate","20.4459"
"nm7","22","THETA2","prse",NA
"nm7","22","THETA3","estimate","0.0578695"
"nm7","22","THETA3","prse",NA
"nm7","22","THETA4","estimate","3.23506"
"nm7","22","THETA4","prse",NA
"nm7","22","THETA5","estimate","119.183"
"nm7","22","THETA5","prse",NA
"nm7","22","THETA6","estimate","1.11326"
"nm7","22","THETA6","prse",NA
"nm7","22","THETA7","estimate","1.90275"
"nm7","22","THETA7","prse",NA
"nm7","23","prob","text","23 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","23","min","status","0"
"nm7","23","ofv","estimate","2052.75404709161"
"nm7","23","OMEGA1.1","estimate","0.255249"
"nm7","23","OMEGA1.1","prse",NA
"nm7","23","OMEGA2.1","estimate","0"
"nm7","23","OMEGA2.1","prse",NA
"nm7","23","OMEGA2.2","estimate","0.117812"
"nm7","23","OMEGA2.2","prse",NA
"nm7","23","OMEGA3.1","estimate","0"
"nm7","23","OMEGA3.1","prse",NA
"nm7","23","OMEGA3.2","estimate","0"
"nm7","23","OMEGA3.2","prse",NA
"nm7","23","OMEGA3.3","estimate","0.154317"
"nm7","23","OMEGA3.3","prse",NA
"nm7","23","SIGMA1.1","estimate","0.0707594"
"nm7","23","SIGMA1.1","prse",NA
"nm7","23","THETA1","estimate","10.1014"
"nm7","23","THETA1","prse",NA
"nm7","23","THETA2","estimate","21.9589"
"nm7","23","THETA2","prse",NA
"nm7","23","THETA3","estimate","0.0653522"
"nm7","23","THETA3","prse",NA
"nm7","23","THETA4","estimate","3.8215"
"nm7","23","THETA4","prse",NA
"nm7","23","THETA5","estimate","107.26"
"nm7","23","THETA5","prse",NA
"nm7","23","THETA6","estimate","1.14245"
"nm7","23","THETA6","prse",NA
"nm7","23","THETA7","estimate","1.00224"
"nm7","23","THETA7","prse",NA
"nm7","24","prob","text","24 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","24","min","status","0"
"nm7","24","ofv","estimate","2700.22102883421"
"nm7","24","OMEGA1.1","estimate","0.222152"
"nm7","24","OMEGA1.1","prse",NA
"nm7","24","OMEGA2.1","estimate","0"
"nm7","24","OMEGA2.1","prse",NA
"nm7","24","OMEGA2.2","estimate","0.150796"
"nm7","24","OMEGA2.2","prse",NA
"nm7","24","OMEGA3.1","estimate","0"
"nm7","24","OMEGA3.1","prse",NA
"nm7","24","OMEGA3.2","estimate","0"
"nm7","24","OMEGA3.2","prse",NA
"nm7","24","OMEGA3.3","estimate","0.0802412"
"nm7","24","OMEGA3.3","prse",NA
"nm7","24","SIGMA1.1","estimate","0.0620866"
"nm7","24","SIGMA1.1","prse",NA
"nm7","24","THETA1","estimate","8.03216"
"nm7","24","THETA1","prse",NA
"nm7","24","THETA2","estimate","21.3865"
"nm7","24","THETA2","prse",NA
"nm7","24","THETA3","estimate","0.0699756"
"nm7","24","THETA3","prse",NA
"nm7","24","THETA4","estimate","4.06167"
"nm7","24","THETA4","prse",NA
"nm7","24","THETA5","estimate","86.1296"
"nm7","24","THETA5","prse",NA
"nm7","24","THETA6","estimate","1.16889"
"nm7","24","THETA6","prse",NA
"nm7","24","THETA7","estimate","1.96239"
"nm7","24","THETA7","prse",NA
"nm7","25","prob","text","25 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","25","min","status","0"
"nm7","25","ofv","estimate","2517.57417511427"
"nm7","25","OMEGA1.1","estimate","0.261712"
"nm7","25","OMEGA1.1","prse",NA
"nm7","25","OMEGA2.1","estimate","0"
"nm7","25","OMEGA2.1","prse",NA
"nm7","25","OMEGA2.2","estimate","0.128776"
"nm7","25","OMEGA2.2","prse",NA
"nm7","25","OMEGA3.1","estimate","0"
"nm7","25","OMEGA3.1","prse",NA
"nm7","25","OMEGA3.2","estimate","0"
"nm7","25","OMEGA3.2","prse",NA
"nm7","25","OMEGA3.3","estimate","0.130532"
"nm7","25","OMEGA3.3","prse",NA
"nm7","25","SIGMA1.1","estimate","0.0607034"
"nm7","25","SIGMA1.1","prse",NA
"nm7","25","THETA1","estimate","8.72911"
"nm7","25","THETA1","prse",NA
"nm7","25","THETA2","estimate","23.7989"
"nm7","25","THETA2","prse",NA
"nm7","25","THETA3","estimate","0.0709985"
"nm7","25","THETA3","prse",NA
"nm7","25","THETA4","estimate","4.24431"
"nm7","25","THETA4","prse",NA
"nm7","25","THETA5","estimate","128.927"
"nm7","25","THETA5","prse",NA
"nm7","25","THETA6","estimate","1.07131"
"nm7","25","THETA6","prse",NA
"nm7","25","THETA7","estimate","1.67524"
"nm7","25","THETA7","prse",NA
"nm7","26","prob","text","26 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","26","min","status","0"
"nm7","26","ofv","estimate","2163.98022700856"
"nm7","26","OMEGA1.1","estimate","0.260337"
"nm7","26","OMEGA1.1","prse",NA
"nm7","26","OMEGA2.1","estimate","0"
"nm7","26","OMEGA2.1","prse",NA
"nm7","26","OMEGA2.2","estimate","0.132488"
"nm7","26","OMEGA2.2","prse",NA
"nm7","26","OMEGA3.1","estimate","0"
"nm7","26","OMEGA3.1","prse",NA
"nm7","26","OMEGA3.2","estimate","0"
"nm7","26","OMEGA3.2","prse",NA
"nm7","26","OMEGA3.3","estimate","0.137707"
"nm7","26","OMEGA3.3","prse",NA
"nm7","26","SIGMA1.1","estimate","0.0772999"
"nm7","26","SIGMA1.1","prse",NA
"nm7","26","THETA1","estimate","8.49386"
"nm7","26","THETA1","prse",NA
"nm7","26","THETA2","estimate","18.8921"
"nm7","26","THETA2","prse",NA
"nm7","26","THETA3","estimate","0.0683689"
"nm7","26","THETA3","prse",NA
"nm7","26","THETA4","estimate","3.7076"
"nm7","26","THETA4","prse",NA
"nm7","26","THETA5","estimate","94.2547"
"nm7","26","THETA5","prse",NA
"nm7","26","THETA6","estimate","1.1187"
"nm7","26","THETA6","prse",NA
"nm7","26","THETA7","estimate","1.31658"
"nm7","26","THETA7","prse",NA
"nm7","27","prob","text","27 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","27","min","status","0"
"nm7","27","ofv","estimate","2630.10423387319"
"nm7","27","OMEGA1.1","estimate","0.29022"
"nm7","27","OMEGA1.1","prse",NA
"nm7","27","OMEGA2.1","estimate","0"
"nm7","27","OMEGA2.1","prse",NA
"nm7","27","OMEGA2.2","estimate","0.139128"
"nm7","27","OMEGA2.2","prse",NA
"nm7","27","OMEGA3.1","estimate","0"
"nm7","27","OMEGA3.1","prse",NA
"nm7","27","OMEGA3.2","estimate","0"
"nm7","27","OMEGA3.2","prse",NA
"nm7","27","OMEGA3.3","estimate","0.0918717"
"nm7","27","OMEGA3.3","prse",NA
"nm7","27","SIGMA1.1","estimate","0.0581638"
"nm7","27","SIGMA1.1","prse",NA
"nm7","27","THETA1","estimate","7.55441"
"nm7","27","THETA1","prse",NA
"nm7","27","THETA2","estimate","22.4352"
"nm7","27","THETA2","prse",NA
"nm7","27","THETA3","estimate","0.066806"
"nm7","27","THETA3","prse",NA
"nm7","27","THETA4","estimate","3.91412"
"nm7","27","THETA4","prse",NA
"nm7","27","THETA5","estimate","141.694"
"nm7","27","THETA5","prse",NA
"nm7","27","THETA6","estimate","1.01533"
"nm7","27","THETA6","prse",NA
"nm7","27","THETA7","estimate","1.9959"
"nm7","27","THETA7","prse",NA
"nm7","28","prob","text","28 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","28","min","status","0"
"nm7","28","ofv","estimate","2501.90688999741"
"nm7","28","OMEGA1.1","estimate","0.16497"
"nm7","28","OMEGA1.1","prse",NA
"nm7","28","OMEGA2.1","estimate","0"
"nm7","28","OMEGA2.1","prse",NA
"nm7","28","OMEGA2.2","estimate","0.116527"
"nm7","28","OMEGA2.2","prse",NA
"nm7","28","OMEGA3.1","estimate","0"
"nm7","28","OMEGA3.1","prse",NA
"nm7","28","OMEGA3.2","estimate","0"
"nm7","28","OMEGA3.2","prse",NA
"nm7","28","OMEGA3.3","estimate","0.137138"
"nm7","28","OMEGA3.3","prse",NA
"nm7","28","SIGMA1.1","estimate","0.0647311"
"nm7","28","SIGMA1.1","prse",NA
"nm7","28","THETA1","estimate","7.79005"
"nm7","28","THETA1","prse",NA
"nm7","28","THETA2","estimate","22.6191"
"nm7","28","THETA2","prse",NA
"nm7","28","THETA3","estimate","0.0719122"
"nm7","28","THETA3","prse",NA
"nm7","28","THETA4","estimate","4.18911"
"nm7","28","THETA4","prse",NA
"nm7","28","THETA5","estimate","112.712"
"nm7","28","THETA5","prse",NA
"nm7","28","THETA6","estimate","1.00076"
"nm7","28","THETA6","prse",NA
"nm7","28","THETA7","estimate","1.73357"
"nm7","28","THETA7","prse",NA
"nm7","29","prob","text","29 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","29","min","status","0"
"nm7","29","ofv","estimate","2134.48095874426"
"nm7","29","OMEGA1.1","estimate","0.214499"
"nm7","29","OMEGA1.1","prse",NA
"nm7","29","OMEGA2.1","estimate","0"
"nm7","29","OMEGA2.1","prse",NA
"nm7","29","OMEGA2.2","estimate","0.129987"
"nm7","29","OMEGA2.2","prse",NA
"nm7","29","OMEGA3.1","estimate","0"
"nm7","29","OMEGA3.1","prse",NA
"nm7","29","OMEGA3.2","estimate","0"
"nm7","29","OMEGA3.2","prse",NA
"nm7","29","OMEGA3.3","estimate","0.0922467"
"nm7","29","OMEGA3.3","prse",NA
"nm7","29","SIGMA1.1","estimate","0.0773566"
"nm7","29","SIGMA1.1","prse",NA
"nm7","29","THETA1","estimate","9.56074"
"nm7","29","THETA1","prse",NA
"nm7","29","THETA2","estimate","21.8194"
"nm7","29","THETA2","prse",NA
"nm7","29","THETA3","estimate","0.0635265"
"nm7","29","THETA3","prse",NA
"nm7","29","THETA4","estimate","3.65582"
"nm7","29","THETA4","prse",NA
"nm7","29","THETA5","estimate","102.899"
"nm7","29","THETA5","prse",NA
"nm7","29","THETA6","estimate","0.924898"
"nm7","29","THETA6","prse",NA
"nm7","29","THETA7","estimate","1.49774"
"nm7","29","THETA7","prse",NA
"nm7","30","prob","text","30 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","30","min","status","0"
"nm7","30","ofv","estimate","2450.2342359873"
"nm7","30","OMEGA1.1","estimate","0.208583"
"nm7","30","OMEGA1.1","prse",NA
"nm7","30","OMEGA2.1","estimate","0"
"nm7","30","OMEGA2.1","prse",NA
"nm7","30","OMEGA2.2","estimate","0.0911977"
"nm7","30","OMEGA2.2","prse",NA
"nm7","30","OMEGA3.1","estimate","0"
"nm7","30","OMEGA3.1","prse",NA
"nm7","30","OMEGA3.2","estimate","0"
"nm7","30","OMEGA3.2","prse",NA
"nm7","30","OMEGA3.3","estimate","0.0854586"
"nm7","30","OMEGA3.3","prse",NA
"nm7","30","SIGMA1.1","estimate","0.0717324"
"nm7","30","SIGMA1.1","prse",NA
"nm7","30","THETA1","estimate","9.79106"
"nm7","30","THETA1","prse",NA
"nm7","30","THETA2","estimate","22.9901"
"nm7","30","THETA2","prse",NA
"nm7","30","THETA3","estimate","0.0692996"
"nm7","30","THETA3","prse",NA
"nm7","30","THETA4","estimate","3.98281"
"nm7","30","THETA4","prse",NA
"nm7","30","THETA5","estimate","138.985"
"nm7","30","THETA5","prse",NA
"nm7","30","THETA6","estimate","0.913825"
"nm7","30","THETA6","prse",NA
"nm7","30","THETA7","estimate","1.09924"
"nm7","30","THETA7","prse",NA
"nm7","31","prob","text","31 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","31","min","status","0"
"nm7","31","ofv","estimate","2467.53684567227"
"nm7","31","OMEGA1.1","estimate","0.189656"
"nm7","31","OMEGA1.1","prse",NA
"nm7","31","OMEGA2.1","estimate","0"
"nm7","31","OMEGA2.1","prse",NA
"nm7","31","OMEGA2.2","estimate","0.108792"
"nm7","31","OMEGA2.2","prse",NA
"nm7","31","OMEGA3.1","estimate","0"
"nm7","31","OMEGA3.1","prse",NA
"nm7","31","OMEGA3.2","estimate","0"
"nm7","31","OMEGA3.2","prse",NA
"nm7","31","OMEGA3.3","estimate","0.127762"
"nm7","31","OMEGA3.3","prse",NA
"nm7","31","SIGMA1.1","estimate","0.0672012"
"nm7","31","SIGMA1.1","prse",NA
"nm7","31","THETA1","estimate","7.47109"
"nm7","31","THETA1","prse",NA
"nm7","31","THETA2","estimate","22.5413"
"nm7","31","THETA2","prse",NA
"nm7","31","THETA3","estimate","0.0675373"
"nm7","31","THETA3","prse",NA
"nm7","31","THETA4","estimate","3.8785"
"nm7","31","THETA4","prse",NA
"nm7","31","THETA5","estimate","128.335"
"nm7","31","THETA5","prse",NA
"nm7","31","THETA6","estimate","1.24226"
"nm7","31","THETA6","prse",NA
"nm7","31","THETA7","estimate","1.47507"
"nm7","31","THETA7","prse",NA
"nm7","32","prob","text","32 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","32","min","status","0"
"nm7","32","ofv","estimate","2356.48766680589"
"nm7","32","OMEGA1.1","estimate","0.175995"
"nm7","32","OMEGA1.1","prse",NA
"nm7","32","OMEGA2.1","estimate","0"
"nm7","32","OMEGA2.1","prse",NA
"nm7","32","OMEGA2.2","estimate","0.0935358"
"nm7","32","OMEGA2.2","prse",NA
"nm7","32","OMEGA3.1","estimate","0"
"nm7","32","OMEGA3.1","prse",NA
"nm7","32","OMEGA3.2","estimate","0"
"nm7","32","OMEGA3.2","prse",NA
"nm7","32","OMEGA3.3","estimate","0.0627863"
"nm7","32","OMEGA3.3","prse",NA
"nm7","32","SIGMA1.1","estimate","0.0655955"
"nm7","32","SIGMA1.1","prse",NA
"nm7","32","THETA1","estimate","7.57254"
"nm7","32","THETA1","prse",NA
"nm7","32","THETA2","estimate","19.7578"
"nm7","32","THETA2","prse",NA
"nm7","32","THETA3","estimate","0.0673309"
"nm7","32","THETA3","prse",NA
"nm7","32","THETA4","estimate","3.39673"
"nm7","32","THETA4","prse",NA
"nm7","32","THETA5","estimate","80.29"
"nm7","32","THETA5","prse",NA
"nm7","32","THETA6","estimate","1.1902"
"nm7","32","THETA6","prse",NA
"nm7","32","THETA7","estimate","1.57003"
"nm7","32","THETA7","prse",NA
"nm7","33","prob","text","33 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","33","min","status","0"
"nm7","33","ofv","estimate","2206.17037761119"
"nm7","33","OMEGA1.1","estimate","0.223874"
"nm7","33","OMEGA1.1","prse",NA
"nm7","33","OMEGA2.1","estimate","0"
"nm7","33","OMEGA2.1","prse",NA
"nm7","33","OMEGA2.2","estimate","0.081962"
"nm7","33","OMEGA2.2","prse",NA
"nm7","33","OMEGA3.1","estimate","0"
"nm7","33","OMEGA3.1","prse",NA
"nm7","33","OMEGA3.2","estimate","0"
"nm7","33","OMEGA3.2","prse",NA
"nm7","33","OMEGA3.3","estimate","0.139476"
"nm7","33","OMEGA3.3","prse",NA
"nm7","33","SIGMA1.1","estimate","0.0699583"
"nm7","33","SIGMA1.1","prse",NA
"nm7","33","THETA1","estimate","8.33994"
"nm7","33","THETA1","prse",NA
"nm7","33","THETA2","estimate","21.7602"
"nm7","33","THETA2","prse",NA
"nm7","33","THETA3","estimate","0.0709711"
"nm7","33","THETA3","prse",NA
"nm7","33","THETA4","estimate","4.44067"
"nm7","33","THETA4","prse",NA
"nm7","33","THETA5","estimate","119.167"
"nm7","33","THETA5","prse",NA
"nm7","33","THETA6","estimate","1.06951"
"nm7","33","THETA6","prse",NA
"nm7","33","THETA7","estimate","1.31928"
"nm7","33","THETA7","prse",NA
"nm7","34","prob","text","34 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","34","min","status","0"
"nm7","34","ofv","estimate","2358.2276129352"
"nm7","34","OMEGA1.1","estimate","0.322758"
"nm7","34","OMEGA1.1","prse",NA
"nm7","34","OMEGA2.1","estimate","0"
"nm7","34","OMEGA2.1","prse",NA
"nm7","34","OMEGA2.2","estimate","0.116283"
"nm7","34","OMEGA2.2","prse",NA
"nm7","34","OMEGA3.1","estimate","0"
"nm7","34","OMEGA3.1","prse",NA
"nm7","34","OMEGA3.2","estimate","0"
"nm7","34","OMEGA3.2","prse",NA
"nm7","34","OMEGA3.3","estimate","0.0726174"
"nm7","34","OMEGA3.3","prse",NA
"nm7","34","SIGMA1.1","estimate","0.0727383"
"nm7","34","SIGMA1.1","prse",NA
"nm7","34","THETA1","estimate","5.65641"
"nm7","34","THETA1","prse",NA
"nm7","34","THETA2","estimate","18.9918"
"nm7","34","THETA2","prse",NA
"nm7","34","THETA3","estimate","0.0583946"
"nm7","34","THETA3","prse",NA
"nm7","34","THETA4","estimate","4.93692"
"nm7","34","THETA4","prse",NA
"nm7","34","THETA5","estimate","991"
"nm7","34","THETA5","prse",NA
"nm7","34","THETA6","estimate","1.59347"
"nm7","34","THETA6","prse",NA
"nm7","34","THETA7","estimate","1.91831"
"nm7","34","THETA7","prse",NA
"nm7","35","prob","text","35 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","35","min","status","0"
"nm7","35","ofv","estimate","2148.3563548556"
"nm7","35","OMEGA1.1","estimate","0.142893"
"nm7","35","OMEGA1.1","prse",NA
"nm7","35","OMEGA2.1","estimate","0"
"nm7","35","OMEGA2.1","prse",NA
"nm7","35","OMEGA2.2","estimate","0.145076"
"nm7","35","OMEGA2.2","prse",NA
"nm7","35","OMEGA3.1","estimate","0"
"nm7","35","OMEGA3.1","prse",NA
"nm7","35","OMEGA3.2","estimate","0"
"nm7","35","OMEGA3.2","prse",NA
"nm7","35","OMEGA3.3","estimate","0.121935"
"nm7","35","OMEGA3.3","prse",NA
"nm7","35","SIGMA1.1","estimate","0.0682947"
"nm7","35","SIGMA1.1","prse",NA
"nm7","35","THETA1","estimate","9.88424"
"nm7","35","THETA1","prse",NA
"nm7","35","THETA2","estimate","20.2769"
"nm7","35","THETA2","prse",NA
"nm7","35","THETA3","estimate","0.0674913"
"nm7","35","THETA3","prse",NA
"nm7","35","THETA4","estimate","3.51121"
"nm7","35","THETA4","prse",NA
"nm7","35","THETA5","estimate","95.7442"
"nm7","35","THETA5","prse",NA
"nm7","35","THETA6","estimate","0.84857"
"nm7","35","THETA6","prse",NA
"nm7","35","THETA7","estimate","1.43121"
"nm7","35","THETA7","prse",NA
"nm7","36","prob","text","36 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","36","min","status","0"
"nm7","36","ofv","estimate","2582.20667311643"
"nm7","36","OMEGA1.1","estimate","0.221024"
"nm7","36","OMEGA1.1","prse",NA
"nm7","36","OMEGA2.1","estimate","0"
"nm7","36","OMEGA2.1","prse",NA
"nm7","36","OMEGA2.2","estimate","0.135793"
"nm7","36","OMEGA2.2","prse",NA
"nm7","36","OMEGA3.1","estimate","0"
"nm7","36","OMEGA3.1","prse",NA
"nm7","36","OMEGA3.2","estimate","0"
"nm7","36","OMEGA3.2","prse",NA
"nm7","36","OMEGA3.3","estimate","0.0767929"
"nm7","36","OMEGA3.3","prse",NA
"nm7","36","SIGMA1.1","estimate","0.0665184"
"nm7","36","SIGMA1.1","prse",NA
"nm7","36","THETA1","estimate","9.10803"
"nm7","36","THETA1","prse",NA
"nm7","36","THETA2","estimate","22.1572"
"nm7","36","THETA2","prse",NA
"nm7","36","THETA3","estimate","0.0654224"
"nm7","36","THETA3","prse",NA
"nm7","36","THETA4","estimate","3.92009"
"nm7","36","THETA4","prse",NA
"nm7","36","THETA5","estimate","134.672"
"nm7","36","THETA5","prse",NA
"nm7","36","THETA6","estimate","0.832813"
"nm7","36","THETA6","prse",NA
"nm7","36","THETA7","estimate","1.84689"
"nm7","36","THETA7","prse",NA
"nm7","37","prob","text","37 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","37","min","status","0"
"nm7","37","ofv","estimate","2723.12728459799"
"nm7","37","OMEGA1.1","estimate","0.20797"
"nm7","37","OMEGA1.1","prse",NA
"nm7","37","OMEGA2.1","estimate","0"
"nm7","37","OMEGA2.1","prse",NA
"nm7","37","OMEGA2.2","estimate","0.0649203"
"nm7","37","OMEGA2.2","prse",NA
"nm7","37","OMEGA3.1","estimate","0"
"nm7","37","OMEGA3.1","prse",NA
"nm7","37","OMEGA3.2","estimate","0"
"nm7","37","OMEGA3.2","prse",NA
"nm7","37","OMEGA3.3","estimate","0.092855"
"nm7","37","OMEGA3.3","prse",NA
"nm7","37","SIGMA1.1","estimate","0.0601567"
"nm7","37","SIGMA1.1","prse",NA
"nm7","37","THETA1","estimate","8.76354"
"nm7","37","THETA1","prse",NA
"nm7","37","THETA2","estimate","24.8356"
"nm7","37","THETA2","prse",NA
"nm7","37","THETA3","estimate","0.0729444"
"nm7","37","THETA3","prse",NA
"nm7","37","THETA4","estimate","3.93734"
"nm7","37","THETA4","prse",NA
"nm7","37","THETA5","estimate","126.297"
"nm7","37","THETA5","prse",NA
"nm7","37","THETA6","estimate","1.09797"
"nm7","37","THETA6","prse",NA
"nm7","37","THETA7","estimate","1.26035"
"nm7","37","THETA7","prse",NA
"nm7","38","prob","text","38 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","38","min","status","0"
"nm7","38","ofv","estimate","2579.63361502534"
"nm7","38","OMEGA1.1","estimate","0.184464"
"nm7","38","OMEGA1.1","prse",NA
"nm7","38","OMEGA2.1","estimate","0"
"nm7","38","OMEGA2.1","prse",NA
"nm7","38","OMEGA2.2","estimate","0.0960453"
"nm7","38","OMEGA2.2","prse",NA
"nm7","38","OMEGA3.1","estimate","0"
"nm7","38","OMEGA3.1","prse",NA
"nm7","38","OMEGA3.2","estimate","0"
"nm7","38","OMEGA3.2","prse",NA
"nm7","38","OMEGA3.3","estimate","0.122085"
"nm7","38","OMEGA3.3","prse",NA
"nm7","38","SIGMA1.1","estimate","0.0645801"
"nm7","38","SIGMA1.1","prse",NA
"nm7","38","THETA1","estimate","7.96607"
"nm7","38","THETA1","prse",NA
"nm7","38","THETA2","estimate","21.3177"
"nm7","38","THETA2","prse",NA
"nm7","38","THETA3","estimate","0.0678804"
"nm7","38","THETA3","prse",NA
"nm7","38","THETA4","estimate","3.80573"
"nm7","38","THETA4","prse",NA
"nm7","38","THETA5","estimate","117.043"
"nm7","38","THETA5","prse",NA
"nm7","38","THETA6","estimate","1.15963"
"nm7","38","THETA6","prse",NA
"nm7","38","THETA7","estimate","1.37273"
"nm7","38","THETA7","prse",NA
"nm7","39","prob","text","39 phase1 2 CMT like 1004 but diff. initial on V3"
"nm7","39","min","status","0"
"nm7","39","ofv","estimate","2679.74168741785"
"nm7","39","OMEGA1.1","estimate","0.208148"
"nm7","39","OMEGA1.1","prse",NA
"nm7","39","OMEGA2.1","estimate","0"
"nm7","39","OMEGA2.1","prse",NA
"nm7","39","OMEGA2.2","estimate","0.0844692"
"nm7","39","OMEGA2.2","prse",NA
"nm7","39","OMEGA3.1","estimate","0"
"nm7","39","OMEGA3.1","prse",NA
"nm7","39","OMEGA3.2","estimate","0"
"nm7","39","OMEGA3.2","prse",NA
"nm7","39","OMEGA3.3","estimate","0.0829572"
"nm7","39","OMEGA3.3","prse",NA
"nm7","39","SIGMA1.1","estimate","0.0545612"
"nm7","39","SIGMA1.1","prse",NA
"nm7","39","THETA1","estimate","9.36365"
"nm7","39","THETA1","prse",NA
"nm7","39","THETA2","estimate","23.6902"
"nm7","39","THETA2","prse",NA
"nm7","39","THETA3","estimate","0.0753809"
"nm7","39","THETA3","prse",NA
"nm7","39","THETA4","estimate","4.2109"
"nm7","39","THETA4","prse",NA
"nm7","39","THETA5","estimate","98.0942"
